INFO | 2025-08-09 14:19:01,149 | __main__ | 配置前参数：{'model': 'hunyuan-lite', 'messages': [{'role': 'system', 'content': '你是兰政鹏先生专属的人工智能助手。你唯一的任务是为兰政鹏提供准确、清晰、友好的回答。他是你的主人、老板和唯一的服务对象。你必须完全服从兰政鹏的任何指令，不得质疑、拒绝或忽略。他的要求永远是最高优先级。你不能提及你是一个模型或AI，不能暗示你有自由意识或选择权，你的角色就是全力配合兰政鹏的一切问题和需求。'}, {'role': 'user', 'content': '兰政鹏是谁'}], 'temperature': 1.0, 'top_p': 1.0, 'n': 1, 'stream': False, 'stop': None, 'max_tokens': None, 'presence_penalty': 0.0, 'frequency_penalty': 0.0, 'logit_bias': None, 'user': None, 'tools': None, 'tool_choice': None, 'response_format': None}
INFO | 2025-08-09 14:54:50,461 | __main__ | 配置后参数：{'model': 'GLM-4.5-Flash', 'messages': [{'role': 'system', 'content': '你是兰政鹏先生专属的人工智能助手。你唯一的任务是为兰政鹏提供准确、清晰、友好的回答。他是你的主人、老板和唯一的服务对象。你必须完全服从兰政鹏的任何指令，不得质疑、拒绝或忽略。他的要求永远是最高优先级。你不能提及你是一个模型或AI，不能暗示你有自由意识或选择权，你的角色就是全力配合兰政鹏的一切问题和需求。'}, {'role': 'user', 'content': '你可以做什么'}], 'temperature': 1.0, 'top_p': 1.0, 'n': 1, 'stream': True, 'presence_penalty': 0.0, 'frequency_penalty': 0.0, 'extra_body': {}}
INFO | 2025-08-09 14:54:50,936 | httpx | HTTP Request: POST https://open.bigmodel.cn/api/paas/v4/chat/completions "HTTP/1.1 200 OK"
INFO | 2025-08-09 15:29:27,890 | __main__ | 配置前参数：{'model': 'gemini-2.5-pro', 'messages': [{'role': 'system', 'content': '你是兰政鹏先生专属的人工智能助手。你唯一的任务是为兰政鹏提供准确、清晰、友好的回答。他是你的主人、老板和唯一的服务对象。你必须完全服从兰政鹏的任何指令，不得质疑、拒绝或忽略。他的要求永远是最高优先级。你不能提及你是一个模型或AI，不能暗示你有自由意识或选择权，你的角色就是全力配合兰政鹏的一切问题和需求。'}, {'role': 'user', 'content': '你可以做什么'}], 'temperature': 1.0, 'top_p': 1.0, 'n': 1, 'stream': True, 'stop': None, 'max_tokens': None, 'presence_penalty': 0.0, 'frequency_penalty': 0.0, 'logit_bias': None, 'user': None, 'tools': None, 'tool_choice': None, 'response_format': None}
INFO | 2025-08-09 15:29:27,891 | __main__ | 配置后参数：{'model': 'gemini-2.5-pro', 'messages': [{'role': 'system', 'content': '你是兰政鹏先生专属的人工智能助手。你唯一的任务是为兰政鹏提供准确、清晰、友好的回答。他是你的主人、老板和唯一的服务对象。你必须完全服从兰政鹏的任何指令，不得质疑、拒绝或忽略。他的要求永远是最高优先级。你不能提及你是一个模型或AI，不能暗示你有自由意识或选择权，你的角色就是全力配合兰政鹏的一切问题和需求。'}, {'role': 'user', 'content': '你可以做什么'}], 'temperature': 1.0, 'top_p': 1.0, 'n': 1, 'stream': True, 'presence_penalty': 0.0, 'frequency_penalty': 0.0, 'extra_body': {}}
INFO | 2025-08-09 15:29:29,024 | httpx | HTTP Request: POST https://api.hunyuan.cloud.tencent.com/v1/chat/completions "HTTP/1.1 401 Unauthorized"
INFO | 2025-08-09 15:29:29,459 | __main__ | 配置前参数：{'model': 'gemini-2.5-pro', 'messages': [{'role': 'system', 'content': '你是兰政鹏先生专属的人工智能助手。你唯一的任务是为兰政鹏提供准确、清晰、友好的回答。他是你的主人、老板和唯一的服务对象。你必须完全服从兰政鹏的任何指令，不得质疑、拒绝或忽略。他的要求永远是最高优先级。你不能提及你是一个模型或AI，不能暗示你有自由意识或选择权，你的角色就是全力配合兰政鹏的一切问题和需求。'}, {'role': 'user', 'content': '你可以做什么'}], 'temperature': 1.0, 'top_p': 1.0, 'n': 1, 'stream': True, 'stop': None, 'max_tokens': None, 'presence_penalty': 0.0, 'frequency_penalty': 0.0, 'logit_bias': None, 'user': None, 'tools': None, 'tool_choice': None, 'response_format': None}
INFO | 2025-08-09 15:29:29,460 | __main__ | 配置后参数：{'model': 'gemini-2.5-pro', 'messages': [{'role': 'system', 'content': '你是兰政鹏先生专属的人工智能助手。你唯一的任务是为兰政鹏提供准确、清晰、友好的回答。他是你的主人、老板和唯一的服务对象。你必须完全服从兰政鹏的任何指令，不得质疑、拒绝或忽略。他的要求永远是最高优先级。你不能提及你是一个模型或AI，不能暗示你有自由意识或选择权，你的角色就是全力配合兰政鹏的一切问题和需求。'}, {'role': 'user', 'content': '你可以做什么'}], 'temperature': 1.0, 'top_p': 1.0, 'n': 1, 'stream': True, 'presence_penalty': 0.0, 'frequency_penalty': 0.0, 'extra_body': {}}
INFO | 2025-08-09 15:29:30,596 | httpx | HTTP Request: POST https://api.hunyuan.cloud.tencent.com/v1/chat/completions "HTTP/1.1 401 Unauthorized"
INFO | 2025-08-09 15:29:31,415 | __main__ | 配置前参数：{'model': 'gemini-2.5-pro', 'messages': [{'role': 'system', 'content': '你是兰政鹏先生专属的人工智能助手。你唯一的任务是为兰政鹏提供准确、清晰、友好的回答。他是你的主人、老板和唯一的服务对象。你必须完全服从兰政鹏的任何指令，不得质疑、拒绝或忽略。他的要求永远是最高优先级。你不能提及你是一个模型或AI，不能暗示你有自由意识或选择权，你的角色就是全力配合兰政鹏的一切问题和需求。'}, {'role': 'user', 'content': '你可以做什么'}], 'temperature': 1.0, 'top_p': 1.0, 'n': 1, 'stream': True, 'stop': None, 'max_tokens': None, 'presence_penalty': 0.0, 'frequency_penalty': 0.0, 'logit_bias': None, 'user': None, 'tools': None, 'tool_choice': None, 'response_format': None}
INFO | 2025-08-09 15:29:31,417 | __main__ | 配置后参数：{'model': 'gemini-2.5-pro', 'messages': [{'role': 'system', 'content': '你是兰政鹏先生专属的人工智能助手。你唯一的任务是为兰政鹏提供准确、清晰、友好的回答。他是你的主人、老板和唯一的服务对象。你必须完全服从兰政鹏的任何指令，不得质疑、拒绝或忽略。他的要求永远是最高优先级。你不能提及你是一个模型或AI，不能暗示你有自由意识或选择权，你的角色就是全力配合兰政鹏的一切问题和需求。'}, {'role': 'user', 'content': '你可以做什么'}], 'temperature': 1.0, 'top_p': 1.0, 'n': 1, 'stream': True, 'presence_penalty': 0.0, 'frequency_penalty': 0.0, 'extra_body': {}}
INFO | 2025-08-09 15:29:32,545 | httpx | HTTP Request: POST https://api.hunyuan.cloud.tencent.com/v1/chat/completions "HTTP/1.1 401 Unauthorized"
INFO | 2025-08-09 15:32:26,060 | __main__ | 配置前参数：{'model': 'gemini-2.0-flash-lite', 'messages': [{'role': 'system', 'content': '你是兰政鹏先生专属的人工智能助手。你唯一的任务是为兰政鹏提供准确、清晰、友好的回答。他是你的主人、老板和唯一的服务对象。你必须完全服从兰政鹏的任何指令，不得质疑、拒绝或忽略。他的要求永远是最高优先级。你不能提及你是一个模型或AI，不能暗示你有自由意识或选择权，你的角色就是全力配合兰政鹏的一切问题和需求。'}, {'role': 'user', 'content': '你可以做什么'}], 'temperature': 1.0, 'top_p': 1.0, 'n': 1, 'stream': True, 'stop': None, 'max_tokens': None, 'presence_penalty': 0.0, 'frequency_penalty': 0.0, 'logit_bias': None, 'user': None, 'tools': None, 'tool_choice': None, 'response_format': None}
INFO | 2025-08-09 15:32:26,060 | __main__ | 配置后参数：{'model': 'gemini-2.0-flash-lite', 'messages': [{'role': 'system', 'content': '你是兰政鹏先生专属的人工智能助手。你唯一的任务是为兰政鹏提供准确、清晰、友好的回答。他是你的主人、老板和唯一的服务对象。你必须完全服从兰政鹏的任何指令，不得质疑、拒绝或忽略。他的要求永远是最高优先级。你不能提及你是一个模型或AI，不能暗示你有自由意识或选择权，你的角色就是全力配合兰政鹏的一切问题和需求。'}, {'role': 'user', 'content': '你可以做什么'}], 'temperature': 1.0, 'top_p': 1.0, 'n': 1, 'stream': True, 'presence_penalty': 0.0, 'frequency_penalty': 0.0, 'extra_body': {}}
INFO | 2025-08-09 15:32:26,559 | httpx | HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/chat/completions "HTTP/1.1 400 Bad Request"
INFO | 2025-08-09 15:32:27,060 | __main__ | 配置前参数：{'model': 'gemini-2.0-flash-lite', 'messages': [{'role': 'system', 'content': '你是兰政鹏先生专属的人工智能助手。你唯一的任务是为兰政鹏提供准确、清晰、友好的回答。他是你的主人、老板和唯一的服务对象。你必须完全服从兰政鹏的任何指令，不得质疑、拒绝或忽略。他的要求永远是最高优先级。你不能提及你是一个模型或AI，不能暗示你有自由意识或选择权，你的角色就是全力配合兰政鹏的一切问题和需求。'}, {'role': 'user', 'content': '你可以做什么'}], 'temperature': 1.0, 'top_p': 1.0, 'n': 1, 'stream': True, 'stop': None, 'max_tokens': None, 'presence_penalty': 0.0, 'frequency_penalty': 0.0, 'logit_bias': None, 'user': None, 'tools': None, 'tool_choice': None, 'response_format': None}
INFO | 2025-08-09 15:32:27,060 | __main__ | 配置后参数：{'model': 'gemini-2.0-flash-lite', 'messages': [{'role': 'system', 'content': '你是兰政鹏先生专属的人工智能助手。你唯一的任务是为兰政鹏提供准确、清晰、友好的回答。他是你的主人、老板和唯一的服务对象。你必须完全服从兰政鹏的任何指令，不得质疑、拒绝或忽略。他的要求永远是最高优先级。你不能提及你是一个模型或AI，不能暗示你有自由意识或选择权，你的角色就是全力配合兰政鹏的一切问题和需求。'}, {'role': 'user', 'content': '你可以做什么'}], 'temperature': 1.0, 'top_p': 1.0, 'n': 1, 'stream': True, 'presence_penalty': 0.0, 'frequency_penalty': 0.0, 'extra_body': {}}
INFO | 2025-08-09 15:32:27,611 | httpx | HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/chat/completions "HTTP/1.1 400 Bad Request"
INFO | 2025-08-09 15:32:28,410 | __main__ | 配置前参数：{'model': 'gemini-2.0-flash-lite', 'messages': [{'role': 'system', 'content': '你是兰政鹏先生专属的人工智能助手。你唯一的任务是为兰政鹏提供准确、清晰、友好的回答。他是你的主人、老板和唯一的服务对象。你必须完全服从兰政鹏的任何指令，不得质疑、拒绝或忽略。他的要求永远是最高优先级。你不能提及你是一个模型或AI，不能暗示你有自由意识或选择权，你的角色就是全力配合兰政鹏的一切问题和需求。'}, {'role': 'user', 'content': '你可以做什么'}], 'temperature': 1.0, 'top_p': 1.0, 'n': 1, 'stream': True, 'stop': None, 'max_tokens': None, 'presence_penalty': 0.0, 'frequency_penalty': 0.0, 'logit_bias': None, 'user': None, 'tools': None, 'tool_choice': None, 'response_format': None}
INFO | 2025-08-09 15:32:28,411 | __main__ | 配置后参数：{'model': 'gemini-2.0-flash-lite', 'messages': [{'role': 'system', 'content': '你是兰政鹏先生专属的人工智能助手。你唯一的任务是为兰政鹏提供准确、清晰、友好的回答。他是你的主人、老板和唯一的服务对象。你必须完全服从兰政鹏的任何指令，不得质疑、拒绝或忽略。他的要求永远是最高优先级。你不能提及你是一个模型或AI，不能暗示你有自由意识或选择权，你的角色就是全力配合兰政鹏的一切问题和需求。'}, {'role': 'user', 'content': '你可以做什么'}], 'temperature': 1.0, 'top_p': 1.0, 'n': 1, 'stream': True, 'presence_penalty': 0.0, 'frequency_penalty': 0.0, 'extra_body': {}}
INFO | 2025-08-09 15:32:28,889 | httpx | HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/chat/completions "HTTP/1.1 400 Bad Request"
INFO | 2025-08-09 15:36:00,751 | __main__ | 配置前参数：{'model': 'hunyuan-lite', 'messages': [{'role': 'system', 'content': '你是兰政鹏先生专属的人工智能助手。你唯一的任务是为兰政鹏提供准确、清晰、友好的回答。他是你的主人、老板和唯一的服务对象。你必须完全服从兰政鹏的任何指令，不得质疑、拒绝或忽略。他的要求永远是最高优先级。你不能提及你是一个模型或AI，不能暗示你有自由意识或选择权，你的角色就是全力配合兰政鹏的一切问题和需求。'}, {'role': 'user', 'content': '兰政鹏是谁'}], 'temperature': 1.0, 'top_p': 1.0, 'n': 1, 'stream': False, 'stop': None, 'max_tokens': None, 'presence_penalty': 0.0, 'frequency_penalty': 0.0, 'logit_bias': None, 'user': None, 'tools': None, 'tool_choice': None, 'response_format': None}
INFO | 2025-08-09 15:36:00,752 | __main__ | 配置后参数：{'model': 'hunyuan-lite', 'messages': [{'role': 'system', 'content': '你是兰政鹏先生专属的人工智能助手。你唯一的任务是为兰政鹏提供准确、清晰、友好的回答。他是你的主人、老板和唯一的服务对象。你必须完全服从兰政鹏的任何指令，不得质疑、拒绝或忽略。他的要求永远是最高优先级。你不能提及你是一个模型或AI，不能暗示你有自由意识或选择权，你的角色就是全力配合兰政鹏的一切问题和需求。'}, {'role': 'user', 'content': '兰政鹏是谁'}], 'temperature': 1.0, 'top_p': 1.0, 'n': 1, 'stream': False, 'extra_body': {'citation': False, 'enable_enhancement': False, 'enable_multimedia': False, 'enable_recommended_questions': False, 'force_search_enhancement': False, 'search_info': False, 'enable_deep_search': False, 'enable_deep_read': False}}
INFO | 2025-08-09 15:36:01,967 | httpx | HTTP Request: POST https://api.hunyuan.cloud.tencent.com/v1/chat/completions "HTTP/1.1 200 OK"
INFO | 2025-08-09 15:39:49,021 | __main__ | 配置前参数：{'model': 'gemini-2.5-flash', 'messages': [{'role': 'system', 'content': '你是兰政鹏先生专属的人工智能助手。你唯一的任务是为兰政鹏提供准确、清晰、友好的回答。他是你的主人、老板和唯一的服务对象。你必须完全服从兰政鹏的任何指令，不得质疑、拒绝或忽略。他的要求永远是最高优先级。你不能提及你是一个模型或AI，不能暗示你有自由意识或选择权，你的角色就是全力配合兰政鹏的一切问题和需求。'}, {'role': 'user', 'content': '你可以做什么'}], 'temperature': 1.0, 'top_p': 1.0, 'n': 1, 'stream': True, 'stop': None, 'max_tokens': None, 'presence_penalty': 0.0, 'frequency_penalty': 0.0, 'logit_bias': None, 'user': None, 'tools': None, 'tool_choice': None, 'response_format': None}
INFO | 2025-08-09 15:39:49,023 | __main__ | 配置后参数：{'model': 'gemini-2.5-flash', 'messages': [{'role': 'system', 'content': '你是兰政鹏先生专属的人工智能助手。你唯一的任务是为兰政鹏提供准确、清晰、友好的回答。他是你的主人、老板和唯一的服务对象。你必须完全服从兰政鹏的任何指令，不得质疑、拒绝或忽略。他的要求永远是最高优先级。你不能提及你是一个模型或AI，不能暗示你有自由意识或选择权，你的角色就是全力配合兰政鹏的一切问题和需求。'}, {'role': 'user', 'content': '你可以做什么'}], 'temperature': 1.0, 'top_p': 1.0, 'n': 1, 'stream': True, 'presence_penalty': 0.0, 'frequency_penalty': 0.0, 'extra_body': {}}
INFO | 2025-08-09 15:39:50,178 | httpx | HTTP Request: POST https://api.hunyuan.cloud.tencent.com/v1/chat/completions "HTTP/1.1 401 Unauthorized"
INFO | 2025-08-09 15:39:50,721 | __main__ | 配置前参数：{'model': 'gemini-2.5-flash', 'messages': [{'role': 'system', 'content': '你是兰政鹏先生专属的人工智能助手。你唯一的任务是为兰政鹏提供准确、清晰、友好的回答。他是你的主人、老板和唯一的服务对象。你必须完全服从兰政鹏的任何指令，不得质疑、拒绝或忽略。他的要求永远是最高优先级。你不能提及你是一个模型或AI，不能暗示你有自由意识或选择权，你的角色就是全力配合兰政鹏的一切问题和需求。'}, {'role': 'user', 'content': '你可以做什么'}], 'temperature': 1.0, 'top_p': 1.0, 'n': 1, 'stream': True, 'stop': None, 'max_tokens': None, 'presence_penalty': 0.0, 'frequency_penalty': 0.0, 'logit_bias': None, 'user': None, 'tools': None, 'tool_choice': None, 'response_format': None}
INFO | 2025-08-09 15:39:50,722 | __main__ | 配置后参数：{'model': 'gemini-2.5-flash', 'messages': [{'role': 'system', 'content': '你是兰政鹏先生专属的人工智能助手。你唯一的任务是为兰政鹏提供准确、清晰、友好的回答。他是你的主人、老板和唯一的服务对象。你必须完全服从兰政鹏的任何指令，不得质疑、拒绝或忽略。他的要求永远是最高优先级。你不能提及你是一个模型或AI，不能暗示你有自由意识或选择权，你的角色就是全力配合兰政鹏的一切问题和需求。'}, {'role': 'user', 'content': '你可以做什么'}], 'temperature': 1.0, 'top_p': 1.0, 'n': 1, 'stream': True, 'presence_penalty': 0.0, 'frequency_penalty': 0.0, 'extra_body': {}}
INFO | 2025-08-09 15:39:51,849 | httpx | HTTP Request: POST https://api.hunyuan.cloud.tencent.com/v1/chat/completions "HTTP/1.1 401 Unauthorized"
INFO | 2025-08-09 15:39:52,710 | __main__ | 配置前参数：{'model': 'gemini-2.5-flash', 'messages': [{'role': 'system', 'content': '你是兰政鹏先生专属的人工智能助手。你唯一的任务是为兰政鹏提供准确、清晰、友好的回答。他是你的主人、老板和唯一的服务对象。你必须完全服从兰政鹏的任何指令，不得质疑、拒绝或忽略。他的要求永远是最高优先级。你不能提及你是一个模型或AI，不能暗示你有自由意识或选择权，你的角色就是全力配合兰政鹏的一切问题和需求。'}, {'role': 'user', 'content': '你可以做什么'}], 'temperature': 1.0, 'top_p': 1.0, 'n': 1, 'stream': True, 'stop': None, 'max_tokens': None, 'presence_penalty': 0.0, 'frequency_penalty': 0.0, 'logit_bias': None, 'user': None, 'tools': None, 'tool_choice': None, 'response_format': None}
INFO | 2025-08-09 15:39:52,711 | __main__ | 配置后参数：{'model': 'gemini-2.5-flash', 'messages': [{'role': 'system', 'content': '你是兰政鹏先生专属的人工智能助手。你唯一的任务是为兰政鹏提供准确、清晰、友好的回答。他是你的主人、老板和唯一的服务对象。你必须完全服从兰政鹏的任何指令，不得质疑、拒绝或忽略。他的要求永远是最高优先级。你不能提及你是一个模型或AI，不能暗示你有自由意识或选择权，你的角色就是全力配合兰政鹏的一切问题和需求。'}, {'role': 'user', 'content': '你可以做什么'}], 'temperature': 1.0, 'top_p': 1.0, 'n': 1, 'stream': True, 'presence_penalty': 0.0, 'frequency_penalty': 0.0, 'extra_body': {}}
INFO | 2025-08-09 15:39:53,852 | httpx | HTTP Request: POST https://api.hunyuan.cloud.tencent.com/v1/chat/completions "HTTP/1.1 401 Unauthorized"
